id,Exited
15000,0.12773382419211826
15001,0.015980277191855418
15002,0.016472972874886187
15003,0.6422636848146946
15004,0.030576985023724614
15005,0.02437860659588391
15006,0.002726570830413914
15007,0.00781776818745258
15008,0.0032188708516809575
15009,0.002201522520476585
15010,0.7976923857104786
15011,0.09206888844847078
15012,0.08772160714597022
15013,0.001973965145017335
15014,0.031022607251191475
15015,0.007856956848243696
15016,0.006636930556320146
15017,0.020323545316249324
15018,0.024556772384205516
15019,0.0839298459296659
15020,0.004848534781665675
15021,0.3531119547192743
15022,0.03493055974543406
15023,0.810929804117457
15024,0.012339945186834653
15025,0.025068806671716598
15026,0.01497003814796685
15027,0.9384456328948778
15028,0.00360093574376251
15029,0.1314563206380126
15030,0.022997249643111197
15031,0.8241586656174579
15032,0.8269988694351608
15033,0.21161115476122594
15034,0.7151853024273971
15035,0.006186055016622346
15036,0.011234194255009001
15037,0.12250469411469753
15038,0.04911206227427688
15039,0.006140525191914572
15040,0.1181938561768883
15041,0.21351217969723274
15042,0.9671375526302524
15043,0.05517214127888526
15044,0.0035265125435744245
15045,0.02429398206810399
15046,0.013726009128191458
15047,0.06245285449657926
15048,0.03767882370845424
15049,0.030272559739924997
15050,0.011610880537906711
15051,0.1503913362535458
15052,0.005868947759996702
15053,0.006173597723695731
15054,0.752983031409093
15055,0.018968256876947368
15056,0.01868005641948526
15057,0.7306328588717366
15058,0.010322578257934987
15059,0.02768694554743516
15060,0.008035182371021252
15061,0.00221416600713816
15062,0.01708506753268005
15063,0.0033078538076584895
15064,0.5376547851446537
15065,0.014236626603945283
15066,0.0035282703929893347
15067,0.049040130882667926
15068,0.37754922974612737
15069,0.0030183717753796417
15070,0.0328631125852196
15071,0.007654272411707274
15072,0.003538864526811995
15073,0.017095004840591566
15074,0.025209356111682714
15075,0.05508387620087302
15076,0.07762295053552258
15077,0.026169428272057062
15078,0.012259185537448522
15079,0.02138519054457537
15080,0.015462268200363305
15081,0.8900606729923937
15082,0.00859873464544128
15083,0.013418245195916488
15084,0.011065523999443523
15085,0.04155572194595485
15086,0.0060329789334899525
15087,0.06668895420165706
15088,0.007640863921697392
15089,0.8951498915135238
15090,0.0036727807936651315
15091,0.01719978560063215
15092,0.057959995102166144
15093,0.9160191504464894
15094,0.016967950886336625
15095,0.8701898957830109
15096,0.01756908776038992
15097,0.43773742806050736
15098,0.023852224598304085
15099,0.005898081393969426
15100,0.469186068525449
15101,0.017247785360229174
15102,0.289802048066295
15103,0.10534543919157992
15104,0.18408692581125852
15105,0.007269149936520489
15106,0.152628453666041
15107,0.09984257952382451
15108,0.016362967128895848
15109,0.0056446322725177385
15110,0.013225184972565505
15111,0.017368277503401527
15112,0.8486069482010327
15113,0.004949972370946039
15114,0.24532489913285613
15115,0.4874325887647857
15116,0.8238887643971179
15117,0.3292230493611127
15118,0.26109440153439073
15119,0.20438855506521322
15120,0.11404891670673019
15121,0.011611369163923723
15122,0.02853484168183097
15123,0.7361419650024331
15124,0.005060990546854088
15125,0.05772983817606567
15126,0.01679908503250725
15127,0.007093766076880937
15128,0.005338677918482848
15129,0.011342774655535093
15130,0.037848311780040396
15131,0.01702193992520964
15132,0.15736035505040186
15133,0.17108860868951517
15134,0.2953867541506101
15135,0.004869587562756551
15136,0.01390838655200708
15137,0.26321057363675276
15138,0.04013230346857268
15139,0.9191287368594808
15140,0.48461355248902505
15141,0.021194040877233075
15142,0.006615053896413224
15143,0.6610618402322205
15144,0.009171549718773682
15145,0.006739516666703716
15146,0.11069567405362782
15147,0.022402562338552593
15148,0.4133779517309923
15149,0.015773114819250655
15150,0.005031937856957795
15151,0.07781157173987868
15152,0.01015363316176793
15153,0.038683096521493036
15154,0.0891606626722779
15155,0.012878773023614594
15156,0.012492559642126769
15157,0.006960523144151921
15158,0.008940972687936545
15159,0.01261863529998542
15160,0.06477525327436112
15161,0.033648474206643506
15162,0.3045115524350492
15163,0.004912490430132561
15164,0.01820134750474075
