id,Exited
15000,0.25079485174782734
15001,0.04207131895560732
15002,0.043455000803177095
15003,0.8848985754134222
15004,0.12142568135210612
15005,0.09096318148737205
15006,0.008738499191092763
15007,0.020946937588270317
15008,0.009020128650032502
15009,0.005266037968334346
15010,0.9393832451844376
15011,0.292435258327547
15012,0.2162322784791194
15013,0.007671468031735204
15014,0.12754724633270142
15015,0.026559228510343872
15016,0.01912321412576415
15017,0.08044175449346735
15018,0.06916392665204561
15019,0.11864791400976009
15020,0.023545582902896493
15021,0.7802188274525556
15022,0.12835545383251395
15023,0.954863686967591
15024,0.030100294428962133
15025,0.0830859473714478
15026,0.02465964730958449
15027,0.9754721735247143
15028,0.011470272482548055
15029,0.34058336910836157
15030,0.10220688369683024
15031,0.9280945220527708
15032,0.9595966761120781
15033,0.33295385566360924
15034,0.892843945308637
15035,0.0183445868383139
15036,0.023412122074589734
15037,0.45372395945697847
15038,0.16078218343936634
15039,0.015800740469999023
15040,0.3145599290040004
15041,0.43889203442160973
15042,0.995689506252146
15043,0.17702635135373176
15044,0.009740339798401793
15045,0.059628021249398186
15046,0.04054980974883175
15047,0.21727300010433742
15048,0.16626468247638235
15049,0.07055324674284709
15050,0.056027613537410995
15051,0.3956535007417185
15052,0.019369826305632318
15053,0.015093005702614272
15054,0.898956232598908
15055,0.057334076143586
15056,0.11844329386571914
15057,0.9007510283254517
15058,0.027307790668460032
15059,0.07213333785710924
15060,0.02193719386413037
15061,0.005528345601860724
15062,0.045753542326454906
15063,0.010492946905116644
15064,0.6826342490955043
15065,0.048363776029697395
15066,0.007749505188662546
15067,0.18502482005240745
15068,0.6692824503039556
15069,0.006874580623043279
15070,0.1043585301257864
15071,0.028663194469154375
15072,0.009285723618980711
15073,0.053038362056658454
15074,0.032130718260718685
15075,0.12616662293772024
15076,0.3718678666490727
15077,0.10589226878018577
15078,0.04474377249673659
15079,0.06750165682987365
15080,0.04054098997129889
15081,0.9822120984036519
15082,0.02949462992411337
15083,0.04857978565797038
15084,0.04297180413674093
15085,0.10428170218388387
15086,0.017607266240393254
15087,0.12733330894726624
15088,0.016675249567784104
15089,0.9889422761598565
15090,0.011943246502836518
15091,0.05233005623205129
15092,0.24492583984102417
15093,0.9566174121223584
15094,0.04782356401941297
15095,0.9685205906764831
15096,0.04554047341661827
15097,0.7139893844090648
15098,0.10526864198369383
15099,0.01372656298397497
15100,0.7895724797128556
15101,0.09280074038914307
15102,0.5867474655806876
15103,0.41178203061322916
15104,0.4639695445675167
15105,0.028782366685229842
15106,0.45569110668789936
15107,0.45706227550386064
15108,0.05859434076105398
15109,0.014593402876319083
15110,0.032878468894695395
15111,0.023787401320038017
15112,0.9581054315649004
15113,0.01293234958142558
15114,0.5755015957241004
15115,0.7402567346483673
15116,0.9413385247125658
15117,0.5234354084693079
15118,0.7040994684976645
15119,0.44465489466425184
15120,0.468587595662068
15121,0.04367412611935481
15122,0.12780120767105543
15123,0.9234910563825505
15124,0.006051618962961084
15125,0.14882148766130374
15126,0.07405739323223651
15127,0.015121241238606946
15128,0.017259030043874312
15129,0.029443467107241855
15130,0.12564824176265285
15131,0.0499223160701345
15132,0.340440576993361
15133,0.298067014326593
15134,0.5571795916842328
15135,0.016741034442064633
15136,0.046041655834903286
15137,0.44412162198530464
15138,0.13853869163242533
15139,0.9563667029374927
15140,0.936673156213095
15141,0.06706252914208596
15142,0.01716244364916618
15143,0.8911356501347929
15144,0.030942089897920223
15145,0.019522307371478382
15146,0.24199452341583627
15147,0.09076229725761212
15148,0.7698014623584415
15149,0.051197997863619726
15150,0.011374012270058187
15151,0.21942456737248073
15152,0.03929085931584579
15153,0.1665038815887723
15154,0.19309759820318878
15155,0.04757812118400392
15156,0.03665787822464628
15157,0.011168664379598169
15158,0.025882784894992
15159,0.026609758561044257
15160,0.16462120873378897
15161,0.01869207621283287
